2016,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,622,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2016,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H24,Total assets,Financial position,"6,218","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2016,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H25,Current assets,Financial position,"3,437","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2016,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,951,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2016,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,234,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2016,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,78,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2016,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H29,Other assets,Financial position,"1,831","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2016,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,"6,219","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2016,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"2,182","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2016,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,"2,501","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2016,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,"1,535","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2016,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,"285,200","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2016,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,"22,900","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2016,Level 3,CC82,Machinery and Other Equipment Manufacturing,Percentage,H36,Current ratio,Financial ratios,137,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2016,Level 3,CC82,Machinery and Other Equipment Manufacturing,Percentage,H37,Quick ratio,Financial ratios,100,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2016,Level 3,CC82,Machinery and Other Equipment Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,34,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2016,Level 3,CC82,Machinery and Other Equipment Manufacturing,Percentage,H39,Return on equity,Financial ratios,28,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2016,Level 3,CC82,Machinery and Other Equipment Manufacturing,Percentage,H40,Return on total assets,Financial ratios,10,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2016,Level 3,CC82,Machinery and Other Equipment Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,35,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H01,Total income,Financial performance,"3,714","ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,367,"ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,"3,279","ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,33,"ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,23,"ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,12,"ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,"3,408","ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,30,"ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,9,"ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,83,"ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,776,"ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,7,"ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,180,"ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,"2,291","ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,38,"ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,434,"ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,440,"ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,312,"ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H24,Total assets,Financial position,"3,437","ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H25,Current assets,Financial position,"1,602","ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,383,"ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,104,"ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,30,"ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H29,Other assets,Financial position,"1,451","ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,"3,437","ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,995,"ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,"1,415","ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,"1,027","ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,"323,700","ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,"27,200","ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Percentage,H36,Current ratio,Financial ratios,113,"ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Percentage,H37,Quick ratio,Financial ratios,82,"ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,51,"ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Percentage,H39,Return on equity,Financial ratios,31,"ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Percentage,H40,Return on total assets,Financial ratios,9,"ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,29,"ANZSIC06 groups C241, C242, C243, and C244"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H01,Total income,Financial performance,"4,015","ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,452,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,"3,488","ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,23,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,9,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,43,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,"3,729","ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,37,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,11,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,99,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,"1,030","ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,1,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,362,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,"2,164","ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,27,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,474,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,498,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,309,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H24,Total assets,Financial position,"2,782","ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H25,Current assets,Financial position,"1,834","ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,568,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,129,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,48,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H29,Other assets,Financial position,380,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,"2,782","ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"1,188","ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,"1,086","ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,508,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,"256,900","ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,"19,800","ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Percentage,H36,Current ratio,Financial ratios,169,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Percentage,H37,Quick ratio,Financial ratios,123,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,20,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Percentage,H39,Return on equity,Financial ratios,26,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Percentage,H40,Return on total assets,Financial ratios,11,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,43,"ANZSIC06 groups C245, C246, and C249"
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H01,Total income,Financial performance,"1,794",ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,154,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,"1,626",ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,4,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,1,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,9,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,"1,659",ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,21,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,6,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,34,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,438,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,107,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,"1,042",ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,11,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,200,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,221,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,155,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H24,Total assets,Financial position,"1,096",ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H25,Current assets,Financial position,652,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,C,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,C,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,C,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H29,Other assets,Financial position,C,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,"1,096",ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,C,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,464,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,C,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,"215,700",ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,"18,700",ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Percentage,H36,Current ratio,Financial ratios,141,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Percentage,H37,Quick ratio,Financial ratios,93,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,30,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Percentage,H39,Return on equity,Financial ratios,C,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Percentage,H40,Return on total assets,Financial ratios,14,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,C,ANZSIC06 groups C251 and C259
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H01,Total income,Financial performance,"1,165",ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,86,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,"1,071",ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,2,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,6,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,"1,080",ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,13,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,4,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,24,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,293,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,53,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,683,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,9,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,100,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,110,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,96,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H24,Total assets,Financial position,683,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H25,Current assets,Financial position,379,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,180,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,46,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,C,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H29,Other assets,Financial position,124,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,683,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,213,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,286,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,183,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,"210,500",ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,"17,300",ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Percentage,H36,Current ratio,Financial ratios,132,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Percentage,H37,Quick ratio,Financial ratios,94,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,38,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Percentage,H39,Return on equity,Financial ratios,45,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Percentage,H40,Return on total assets,Financial ratios,14,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,31,ANZSIC06 group C251
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H01,Total income,Financial performance,628,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,68,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,555,ANZSIC06 group C259
